APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;ARAGUARIMG;MG;Araguari;Araguari;512
ARAGUARIMG;MG;Araguari;JUSSARAPR;PR;Jussara;Jussara;1.161
BARCARENAPA;PA;Barcarena;JUSSARAPR;PR;Jussara;Jussara;0
BARRA BONITASP;SP;Barra Bonita;JUSSARAPR;PR;Jussara;Jussara;0
BOISPK175GO;GO;Inaciolandia;JUSSARAPR;PR;Jussara;Jussara;1.041
BORBOREMASP;SP;Borborema;JUSSARAPR;PR;Jussara;Jussara;669
BURITAMASP;SP;Buritama;JUSSARAPR;PR;Jussara;Jussara;0
CASTELANDIAGO;GO;Castelandia;JUSSARAPR;PR;Jussara;Jussara;940
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;JUSSARAPR;PR;Jussara;Jussara;0
GUAIRAPR;PR;Guaira;JUSSARAPR;PR;Jussara;Jussara;346
IBITINGASP;SP;Ibitinga;JUSSARAPR;PR;Jussara;Jussara;980
INOCENCIAMS;MS;Inocencia;JUSSARAPR;PR;Jussara;Jussara;719
ITAITUBAPA;PA;Itaituba;JUSSARAPR;PR;Jussara;Jussara;0
ITUMBIARAGO;GO;Itumbiara;JUSSARAPR;PR;Jussara;Jussara;1.089
ITURAMAMG;MG;Iturama;JUSSARAPR;PR;Jussara;Jussara;0
IVINHEMAMS;MS;Ivinhema;JUSSARAPR;PR;Jussara;Jussara;361
JUSSARAPR;PR;Jussara;JUSSARAPR;PR;Jussara;Jussara;0
JUTIMS;MS;Juti;JUSSARAPR;PR;Jussara;Jussara;351
MARACAJUMS;MS;Maracaju;JUSSARAPR;PR;Jussara;Jussara;638
NAVIRAIMS;MS;Navirai;JUSSARAPR;PR;Jussara;Jussara;331
PANORAMASP;SP;Panorama;JUSSARAPR;PR;Jussara;Jussara;528
PARDOPK214MS;MS;Santa Rita do Pardo;JUSSARAPR;PR;Jussara;Jussara;683
PEREIRA BARRETOSP;SP;Pereira Barreto;JUSSARAPR;PR;Jussara;Jussara;749
PEDERNEIRASSP;SP;Pederneiras;JUSSARAPR;PR;Jussara;Jussara;0
PORTO RICOPR;PR;Porto Rico;JUSSARAPR;PR;Jussara;Jussara;0
PORTO VELHORO;RO;Porto Velho;JUSSARAPR;PR;Jussara;Jussara;0
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;JUSSARAPR;PR;Jussara;Jussara;470
RIO BRILHANTEMS;MS;Rio Brilhante;JUSSARAPR;PR;Jussara;Jussara;538
ROSANASP;SP;Rosana;JUSSARAPR;PR;Jussara;Jussara;348
SABINOSP;SP;Sabino;JUSSARAPR;PR;Jussara;Jussara;755
SANTA HELENAPR;PR;Santa Helena;JUSSARAPR;PR;Jussara;Jussara;0
SAO SIMAOGO;GO;Sao Simao;JUSSARAPR;PR;Jussara;Jussara;866
SUCURIUPK170MS;MS;Alto Sucuriu;JUSSARAPR;PR;Jussara;Jussara;782
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;JUSSARAPR;PR;Jussara;Jussara;471
TRES LAGOASMS;MS;Tres Lagoas;JUSSARAPR;PR;Jussara;Jussara;605
UBARANASP;SP;Ubarana;JUSSARAPR;PR;Jussara;Jussara;0
APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;LARANJALSP;SP;Laranjal;Laranjal;716
AGUA CLARAMS;MS;Agua Clara;LARANJALSP;SP;Laranjal;Laranjal;853
AMAMBAIPK183MS;MS;Amambai;LARANJALSP;SP;Laranjal;Laranjal;1.228
ANHEMBISP;SP;Anhembi;LARANJALSP;SP;Laranjal;Laranjal;76
ARACATUBASP;SP;Aracatuba;LARANJALSP;SP;Laranjal;Laranjal;497
ARAGUARIMG;MG;Araguari;LARANJALSP;SP;Laranjal;Laranjal;1.281
BARCARENAPA;PA;Barcarena;LARANJALSP;SP;Laranjal;Laranjal;0
BARRA BONITASP;SP;Barra Bonita;LARANJALSP;SP;Laranjal;Laranjal;148
BOISPK175GO;GO;Inaciolandia;LARANJALSP;SP;Laranjal;Laranjal;1.161
BORBOREMASP;SP;Borborema;LARANJALSP;SP;Laranjal;Laranjal;322
BURITAMASP;SP;Buritama;LARANJALSP;SP;Laranjal;Laranjal;453
CASTELANDIAGO;GO;Castelandia;LARANJALSP;SP;Laranjal;Laranjal;1.060
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;LARANJALSP;SP;Laranjal;Laranjal;995
GUAIRAPR;PR;Guaira;LARANJALSP;SP;Laranjal;Laranjal;1.136
IBITINGASP;SP;Ibitinga;LARANJALSP;SP;Laranjal;Laranjal;272
INOCENCIAMS;MS;Inocencia;LARANJALSP;SP;Laranjal;Laranjal;747
ITAITUBAPA;PA;Itaituba;LARANJALSP;SP;Laranjal;Laranjal;0
ITUMBIARAGO;GO;Itumbiara;LARANJALSP;SP;Laranjal;Laranjal;1.059
ITURAMAMG;MG;Iturama;LARANJALSP;SP;Laranjal;Laranjal;103
IVINHEMAMS;MS;Ivinhema;LARANJALSP;SP;Laranjal;Laranjal;1.093
JUSSARAPR;PR;Jussara;LARANJALSP;SP;Laranjal;Laranjal;1.252
JUTIMS;MS;Juti;LARANJALSP;SP;Laranjal;Laranjal;1.151
MARACAJUMS;MS;Maracaju;LARANJALSP;SP;Laranjal;Laranjal;1.370
NAVIRAIMS;MS;Navirai;LARANJALSP;SP;Laranjal;Laranjal;1.054
PANORAMASP;SP;Panorama;LARANJALSP;SP;Laranjal;Laranjal;722
PARDOPK214MS;MS;Santa Rita do Pardo;LARANJALSP;SP;Laranjal;Laranjal;986
PEREIRA BARRETOSP;SP;Pereira Barreto;LARANJALSP;SP;Laranjal;Laranjal;557
PEDERNEIRASSP;SP;Pederneiras;LARANJALSP;SP;Laranjal;Laranjal;181
PORTO RICOPR;PR;Porto Rico;LARANJALSP;SP;Laranjal;Laranjal;957
PORTO VELHORO;RO;Porto Velho;LARANJALSP;SP;Laranjal;Laranjal;0
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;LARANJALSP;SP;Laranjal;Laranjal;792
RIO BRILHANTEMS;MS;Rio Brilhante;LARANJALSP;SP;Laranjal;Laranjal;1.270
ROSANASP;SP;Rosana;LARANJALSP;SP;Laranjal;Laranjal;927
SABINOSP;SP;Sabino;LARANJALSP;SP;Laranjal;Laranjal;455
SANTA HELENAPR;PR;Santa Helena;LARANJALSP;SP;Laranjal;Laranjal;1.249
SAO SIMAOGO;GO;Sao Simao;LARANJALSP;SP;Laranjal;Laranjal;836
SUCURIUPK170MS;MS;Alto Sucuriu;LARANJALSP;SP;Laranjal;Laranjal;810
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;LARANJALSP;SP;Laranjal;Laranjal;1.050
TRES LAGOASMS;MS;Tres Lagoas;LARANJALSP;SP;Laranjal;Laranjal;640
UBARANASP;SP;Ubarana;LARANJALSP;SP;Laranjal;Laranjal;482
APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;OURINHOSSP;SP;Ourinhos;Ourinhos;799
AGUA CLARAMS;MS;Agua Clara;OURINHOSSP;SP;Ourinhos;Ourinhos;629
AMAMBAIPK183MS;MS;Amambai;OURINHOSSP;SP;Ourinhos;Ourinhos;723
ANHEMBISP;SP;Anhembi;OURINHOSSP;SP;Ourinhos;Ourinhos;0
ARACATUBASP;SP;Aracatuba;OURINHOSSP;SP;Ourinhos;Ourinhos;840
ARAGUARIMG;MG;Araguari;OURINHOSSP;SP;Ourinhos;Ourinhos;1.246
BARCARENAPA;PA;Barcarena;OURINHOSSP;SP;Ourinhos;Ourinhos;0
BARRA BONITASP;SP;Barra Bonita;OURINHOSSP;SP;Ourinhos;Ourinhos;0
BOISPK175GO;GO;Inaciolandia;OURINHOSSP;SP;Ourinhos;Ourinhos;1.126
BORBOREMASP;SP;Borborema;OURINHOSSP;SP;Ourinhos;Ourinhos;754
BURITAMASP;SP;Buritama;OURINHOSSP;SP;Ourinhos;Ourinhos;0
CASTELANDIAGO;GO;Castelandia;OURINHOSSP;SP;Ourinhos;Ourinhos;1.025
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;OURINHOSSP;SP;Ourinhos;Ourinhos;0
GUAIRAPR;PR;Guaira;OURINHOSSP;SP;Ourinhos;Ourinhos;631
IBITINGASP;SP;Ibitinga;OURINHOSSP;SP;Ourinhos;Ourinhos;1.065
INOCENCIAMS;MS;Inocencia;OURINHOSSP;SP;Ourinhos;Ourinhos;804
ITAITUBAPA;PA;Itaituba;OURINHOSSP;SP;Ourinhos;Ourinhos;0
ITUMBIARAGO;GO;Itumbiara;OURINHOSSP;SP;Ourinhos;Ourinhos;1.174
ITURAMAMG;MG;Iturama;OURINHOSSP;SP;Ourinhos;Ourinhos;0
IVINHEMAMS;MS;Ivinhema;OURINHOSSP;SP;Ourinhos;Ourinhos;588
JUSSARAPR;PR;Jussara;OURINHOSSP;SP;Ourinhos;Ourinhos;747
JUTIMS;MS;Juti;OURINHOSSP;SP;Ourinhos;Ourinhos;646
MARACAJUMS;MS;Maracaju;OURINHOSSP;SP;Ourinhos;Ourinhos;865
NAVIRAIMS;MS;Navirai;OURINHOSSP;SP;Ourinhos;Ourinhos;626
PANORAMASP;SP;Panorama;OURINHOSSP;SP;Ourinhos;Ourinhos;613
PARDOPK214MS;MS;Santa Rita do Pardo;OURINHOSSP;SP;Ourinhos;Ourinhos;778
PEREIRA BARRETOSP;SP;Pereira Barreto;OURINHOSSP;SP;Ourinhos;Ourinhos;834
PEDERNEIRASSP;SP;Pederneiras;OURINHOSSP;SP;Ourinhos;Ourinhos;0
PORTO RICOPR;PR;Porto Rico;OURINHOSSP;SP;Ourinhos;Ourinhos;0
PORTO VELHORO;RO;Porto Velho;OURINHOSSP;SP;Ourinhos;Ourinhos;0
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;OURINHOSSP;SP;Ourinhos;Ourinhos;555
RIO BRILHANTEMS;MS;Rio Brilhante;OURINHOSSP;SP;Ourinhos;Ourinhos;765
ROSANASP;SP;Rosana;OURINHOSSP;SP;Ourinhos;Ourinhos;443
SABINOSP;SP;Sabino;OURINHOSSP;SP;Ourinhos;Ourinhos;882
SANTA HELENAPR;PR;Santa Helena;OURINHOSSP;SP;Ourinhos;Ourinhos;0
SAO SIMAOGO;GO;Sao Simao;OURINHOSSP;SP;Ourinhos;Ourinhos;951
SUCURIUPK170MS;MS;Alto Sucuriu;OURINHOSSP;SP;Ourinhos;Ourinhos;867
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;OURINHOSSP;SP;Ourinhos;Ourinhos;320
TRES LAGOASMS;MS;Tres Lagoas;OURINHOSSP;SP;Ourinhos;Ourinhos;690
UBARANASP;SP;Ubarana;OURINHOSSP;SP;Ourinhos;Ourinhos;0
APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;535
AGUA CLARAMS;MS;Agua Clara;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;672
AMAMBAIPK183MS;MS;Amambai;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;1.047
ANHEMBISP;SP;Anhembi;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
ARACATUBASP;SP;Aracatuba;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;316
ARAGUARIMG;MG;Araguari;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;1.100
BARCARENAPA;PA;Barcarena;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
BARRA BONITASP;SP;Barra Bonita;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
BOISPK175GO;GO;Inaciolandia;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;980
BORBOREMASP;SP;Borborema;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;141
BURITAMASP;SP;Buritama;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
CASTELANDIAGO;GO;Castelandia;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;879
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
GUAIRAPR;PR;Guaira;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;955
IBITINGASP;SP;Ibitinga;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;91
INOCENCIAMS;MS;Inocencia;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;566
ITAITUBAPA;PA;Itaituba;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
ITUMBIARAGO;GO;Itumbiara;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;878
ITURAMAMG;MG;Iturama;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
IVINHEMAMS;MS;Ivinhema;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;912
JUSSARAPR;PR;Jussara;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;1.071
JUTIMS;MS;Juti;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;970
MARACAJUMS;MS;Maracaju;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;1.189
NAVIRAIMS;MS;Navirai;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;873
PANORAMASP;SP;Panorama;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;541
PARDOPK214MS;MS;Santa Rita do Pardo;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;805
PEREIRA BARRETOSP;SP;Pereira Barreto;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;376
PEDERNEIRASSP;SP;Pederneiras;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
PORTO RICOPR;PR;Porto Rico;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
PORTO VELHORO;RO;Porto Velho;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;611
RIO BRILHANTEMS;MS;Rio Brilhante;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;1.089
ROSANASP;SP;Rosana;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;746
SABINOSP;SP;Sabino;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;274
SANTA HELENAPR;PR;Santa Helena;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
SAO SIMAOGO;GO;Sao Simao;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;655
SUCURIUPK170MS;MS;Alto Sucuriu;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;629
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;869
TRES LAGOASMS;MS;Tres Lagoas;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;459
UBARANASP;SP;Ubarana;PEDERNEIRASSP;SP;Pederneiras;Pederneiras;0
APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;SANTAREMPA;PA;Santarem;Santarem;0
AGUA CLARAMS;MS;Agua Clara;SANTAREMPA;PA;Santarem;Santarem;0
AMAMBAIPK183MS;MS;Amambai;SANTAREMPA;PA;Santarem;Santarem;0
ANHEMBISP;SP;Anhembi;SANTAREMPA;PA;Santarem;Santarem;0
ARACATUBASP;SP;Aracatuba;SANTAREMPA;PA;Santarem;Santarem;0
ARAGUARIMG;MG;Araguari;SANTAREMPA;PA;Santarem;Santarem;0
BARCARENAPA;PA;Barcarena;SANTAREMPA;PA;Santarem;Santarem;827
BARRA BONITASP;SP;Barra Bonita;SANTAREMPA;PA;Santarem;Santarem;0
BOISPK175GO;GO;Inaciolandia;SANTAREMPA;PA;Santarem;Santarem;0
BORBOREMASP;SP;Borborema;SANTAREMPA;PA;Santarem;Santarem;0
BURITAMASP;SP;Buritama;SANTAREMPA;PA;Santarem;Santarem;0
CASTELANDIAGO;GO;Castelandia;SANTAREMPA;PA;Santarem;Santarem;0
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;SANTAREMPA;PA;Santarem;Santarem;0
GUAIRAPR;PR;Guaira;SANTAREMPA;PA;Santarem;Santarem;0
IBITINGASP;SP;Ibitinga;SANTAREMPA;PA;Santarem;Santarem;0
INOCENCIAMS;MS;Inocencia;SANTAREMPA;PA;Santarem;Santarem;0
ITAITUBAPA;PA;Itaituba;SANTAREMPA;PA;Santarem;Santarem;280
ITUMBIARAGO;GO;Itumbiara;SANTAREMPA;PA;Santarem;Santarem;0
ITURAMAMG;MG;Iturama;SANTAREMPA;PA;Santarem;Santarem;0
IVINHEMAMS;MS;Ivinhema;SANTAREMPA;PA;Santarem;Santarem;0
JUSSARAPR;PR;Jussara;SANTAREMPA;PA;Santarem;Santarem;0
JUTIMS;MS;Juti;SANTAREMPA;PA;Santarem;Santarem;0
MARACAJUMS;MS;Maracaju;SANTAREMPA;PA;Santarem;Santarem;0
NAVIRAIMS;MS;Navirai;SANTAREMPA;PA;Santarem;Santarem;0
PANORAMASP;SP;Panorama;SANTAREMPA;PA;Santarem;Santarem;0
PARDOPK214MS;MS;Santa Rita do Pardo;SANTAREMPA;PA;Santarem;Santarem;0
PEREIRA BARRETOSP;SP;Pereira Barreto;SANTAREMPA;PA;Santarem;Santarem;0
PEDERNEIRASSP;SP;Pederneiras;SANTAREMPA;PA;Santarem;Santarem;0
PORTO RICOPR;PR;Porto Rico;SANTAREMPA;PA;Santarem;Santarem;0
PORTO VELHORO;RO;Porto Velho;SANTAREMPA;PA;Santarem;Santarem;1.676
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;SANTAREMPA;PA;Santarem;Santarem;0
RIO BRILHANTEMS;MS;Rio Brilhante;SANTAREMPA;PA;Santarem;Santarem;0
ROSANASP;SP;Rosana;SANTAREMPA;PA;Santarem;Santarem;0
SABINOSP;SP;Sabino;SANTAREMPA;PA;Santarem;Santarem;0
SANTA HELENAPR;PR;Santa Helena;SANTAREMPA;PA;Santarem;Santarem;0
SAO SIMAOGO;GO;Sao Simao;SANTAREMPA;PA;Santarem;Santarem;0
SUCURIUPK170MS;MS;Alto Sucuriu;SANTAREMPA;PA;Santarem;Santarem;0
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;SANTAREMPA;PA;Santarem;Santarem;0
TRES LAGOASMS;MS;Tres Lagoas;SANTAREMPA;PA;Santarem;Santarem;0
UBARANASP;SP;Ubarana;SANTAREMPA;PA;Santarem;Santarem;0
APARECIDA DO TABOADOMS;MS;Aparecida do Taboado;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.074
AGUA CLARAMS;MS;Agua Clara;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.049
AMAMBAIPK183MS;MS;Amambai;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;788
ANHEMBISP;SP;Anhembi;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
ARACATUBASP;SP;Aracatuba;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.115
ARAGUARIMG;MG;Araguari;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.521
BARCARENAPA;PA;Barcarena;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
BARRA BONITASP;SP;Barra Bonita;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
BOISPK175GO;GO;Inaciolandia;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.401
BORBOREMASP;SP;Borborema;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.029
BURITAMASP;SP;Buritama;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
CASTELANDIAGO;GO;Castelandia;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.300
EUCLIDES DA CUNHA PAULISTASP;SP;Euclides da Cunha Paulista;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
GUAIRAPR;PR;Guaira;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;706
IBITINGASP;SP;Ibitinga;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.340
INOCENCIAMS;MS;Inocencia;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.079
ITAITUBAPA;PA;Itaituba;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
ITUMBIARAGO;GO;Itumbiara;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.449
ITURAMAMG;MG;Iturama;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
IVINHEMAMS;MS;Ivinhema;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;721
JUSSARAPR;PR;Jussara;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;360
JUTIMS;MS;Juti;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;711
MARACAJUMS;MS;Maracaju;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;998
NAVIRAIMS;MS;Navirai;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;691
PANORAMASP;SP;Panorama;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;888
PARDOPK214MS;MS;Santa Rita do Pardo;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.043
PEREIRA BARRETOSP;SP;Pereira Barreto;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.109
PEDERNEIRASSP;SP;Pederneiras;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
PORTO RICOPR;PR;Porto Rico;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
PORTO VELHORO;RO;Porto Velho;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
PRESIDENTE EPITACIOSP;SP;Presidente Epitacio;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;830
RIO BRILHANTEMS;MS;Rio Brilhante;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;898
ROSANASP;SP;Rosana;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;708
SABINOSP;SP;Sabino;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.115
SANTA HELENAPR;PR;Santa Helena;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
SAO SIMAOGO;GO;Sao Simao;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.226
SUCURIUPK170MS;MS;Alto Sucuriu;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;1.142
TEODORO SAMPAIOSP;SP;Teodoro Sampaio;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;831
TRES LAGOASMS;MS;Tres Lagoas;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;965
UBARANASP;SP;Ubarana;TEREZA CRISTINAPR;PR;Candido de Abreu;Tereza Cristina;0
